name;country_un_registery;users;purposes;orbit_class;perigee_km;apogee_km;inclination_deg;period_minutes;launch_mass_kg;launch_date;expected_lifetime_yrs;launch_site;launch_vehicle;operator;operatory_country
Starlink-4295 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;07.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4296 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;07.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4297;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4298 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;17.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4299 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;17.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4300 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;17.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4301 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;07.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4302;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4303;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4304 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4305 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4306 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4307 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4308 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4309 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4310 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4311 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4312 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4313 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4314 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4315 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4316;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4317 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4318 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4319 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4320 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4321 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4322 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4323 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4324 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4325 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4326 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4327 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4328 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4329 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4330 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4331 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4332 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4333 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4334;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4335 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4336 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4337 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4338 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4339 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4340;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4341 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4342 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4343 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4344 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4345 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4346 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4347 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4348 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4349 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4350 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4351 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4352 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4353 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4354 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4355 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4356 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4357;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4358 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4359  ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4360;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4361;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4362 ;USA;Commercial;Communications;LEO;562;564;97.6;95.9;260;11.07.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4363 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4364 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4365 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4366 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4367 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4368 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4369 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4370 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4371 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4372 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4373 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4374;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4375 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4376 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4377 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4378;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4379 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4380;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4381 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4382 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4383;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4384 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4385 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4386;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4387;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4388;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4389;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4390;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4391 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4392;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4393;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4394;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4395 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4396;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4397 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4398;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4399;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4400;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4401;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4402;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4403 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4404 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4405  ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4406;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4407 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4408 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4409 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4410 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4411 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4412;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4413 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4414 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4415;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4416 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4417 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4418;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4419 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4420;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4421;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4422;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4423 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4424;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4425 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4426;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4427 ;USA;Commercial;Communications;LEO;561;564;97.7;95.9;260;22.07.2022;4;Vandenberg AFB;Falcon 9;Spacex;USA
Starlink-4428;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4429;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4430;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4431;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4432;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4433;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4434;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4435;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4436;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4437;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4438;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4439;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4440;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4441;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4442;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4443;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4444;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4445;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4446;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4447;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4448;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4449;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4450;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4451;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4452;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4453;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4454;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4455;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4456;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4457;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4458;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4459;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4461;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4462 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;11.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4463;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4464;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4465;USA;Commercial;Communications;LEO;562;564;53.2;95.9;260;12.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4466;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4467;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4468 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;04.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4469;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4470;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4471;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4472;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4473;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4474;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4475;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4476 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4477;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4478;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4479 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4480 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4481 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4482;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4483;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4484 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4485;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
